"code","wildcard","name","description","file_name","link","type",mode_play,"sub_link","image",view,play,vote,author_id,"publish_at"
NULL,"vlbh","Vu Lan Bao Hieu",NULL,"5533.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"vlnm","Vu Lan Nho Me",NULL,"22201.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"vntg","Vu Nu Than Gay",NULL,"22202.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"vv","Vu Vo",NULL,"5535.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"vvp2","Vu Vo (Part 2)",NULL,"5534.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"vvnb","Vu Vo Noi Buon",NULL,"22203.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"vvtd","Vu Vo Tinh Dau",NULL,"24336.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"vbdy","Vua BIet Dau Yeu",NULL,"24338.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"vdvk","Vua Di Vua Khoc",NULL,"5536.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"vhavk","Vua Hon Anh Vua Khoc",NULL,"5537.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"vshp","Vuc Sau Hanh Phuc",NULL,"24339.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"vcan","Vui Cung Am Nhac",NULL,"5538.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"vcmx","Vui Cung Mua Xuan",NULL,"5539.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"vdt","Vui Den Truong",NULL,"24340.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"vdt","Vui Don Tet",NULL,"5540.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"vmd","Vui Mo Duong",NULL,"16823.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"vnm","Vui Ngay Moi",NULL,"16781.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"vnt","Vui Nhu Tet",NULL,"25119.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"vnt","Vui như tết",NULL,"221.mp4",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"vsttb","Vui Sau Trai Tim Buon",NULL,"16782.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"vtmv","Vui Tet Miet Vuon",NULL,"16783.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"vtdn","Vui Tron Dem Nay",NULL,"24341.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"vtdn","Vui Trong Dem Nay",NULL,"24342.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"vtnc","Vui Trong Ngay Cuoi",NULL,"24343.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"vvd","Vui Voi Doi",NULL,"16784.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"vvd","Vui Voi Doi",NULL,"16785.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"vvtn","Vui Voi Thien Nhien",NULL,"24344.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"vx","Vui Xuan",NULL,"24345.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"vv","Vun Vo",NULL,"16786.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"vbtvmme","Vung Bien Troi Va Mau Mat Em",NULL,"16787.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"vbv","Vung Bien Vang",NULL,"24337.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"vlmb","Vung La Me Bay",NULL,"16788.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"vlmb","Vung La Me Bay",NULL,"16789.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"vlmb","Vung La Me Bay",NULL,"16790.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"vlmb","Vung La Me Bay",NULL,"16791.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"vlmb","Vung La Me Bay",NULL,"16824.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"vlcct","Vung Lay Cua Chung Ta",NULL,"16792.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"vno","Vung Ngoai O",NULL,"16793.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"vno","Vung Ngoai O",NULL,"16794.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"vno","Vung Ngoai O",NULL,"16795.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"vqtl","Vung Que Tuong Lai",NULL,"20993.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"vqtl","Vung Que Tuong Lai",NULL,"20994.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"vtby","Vung Troi Binh Yen",NULL,"20995.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"vtbyr","Vung Troi Binh Yen Remix",NULL,"16796.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"vtnd","Vung Troi Ngay Do",NULL,"16797.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"vtm","Vung Truoc Mat",NULL,"20996.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"vccb","Vuon Cay Cua Ba",NULL,"20997.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"vdlm","Vuon Dau La Moi",NULL,"6139.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"vdtl","Vuon Den Tuong Lai",NULL,"20998.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"vhsr","Vuon Hoa Sao Roi",NULL,"6140.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"vhty","Vuon Hoa Tinh Yeu",NULL,"6141.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"vtn","Vuon Tao Ngo",NULL,"6142.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"vtn","Vuon Tao Ngo",NULL,"6143.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"vtn","Vuon Tao Ngo",NULL,"6144.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"vtn","Vuon Tao Ngo",NULL,"6145.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"vtn","Vuon Tao Ngo",NULL,"6146.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"vtn","Vuon Tao Ngo",NULL,"6147.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"vtn","Vuon Tao Ngo",NULL,"6148.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"vtn","Vuon Tao Ngo",NULL,"6149.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"vtmns","Vuon Toi Mot Ngoi Sao",NULL,"6150.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"vttl","Vuon Toi Tuong Lai",NULL,"6151.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"vy","Vuon Yeu",NULL,"20999.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"vn","Vuot No",NULL,"21000.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"vq","Vuot Qua",NULL,"5541.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"vq","Vuot Qua",NULL,"5542.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"vqcb","Vuot Qua Con Bao",NULL,"21001.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"vqcb","Vuot Qua Con Bao",NULL,"21002.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"vb","Vut Bay",NULL,"5543.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"vdct","Vut Di Chu Tinh",NULL,"21003.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"vh","Vut Het",NULL,"5544.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"vm","Vut Mat",NULL,"5545.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"vt","Vut Tan",NULL,"5546.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"vtd","Vut Tan Di",NULL,"5547.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"vddt","Vy Da Do Trang",NULL,"21004.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"wfy","Wait For You",NULL,"16798.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"wfagly","Waiting For A Girl Like You",NULL,"16799.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"wmu","Wake Me Up",NULL,"16800.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"wbas","Wanna Be A Star",NULL,"16801.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"wyb","Want You Back",NULL,"16802.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"wp","War Paint",NULL,"21005.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"wrd","Water Runs Dry",NULL,"16803.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"wbil","Way Back Into Love",NULL,"16804.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"wanegbt","We Are Never Ever Getting Back Together",NULL,"5548.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"watw2fh","We Are The World 25 For Haiti",NULL,"5549.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"way","We Are Young",NULL,"5550.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"wbt","We Belong Together",NULL,"5551.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"wch","We Could Happen",NULL,"5552.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"wdnta","We Do not Talk Anymore",NULL,"25120.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"wwil","We Were In Love",NULL,"5553.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"wd","Wedding Dress",NULL,"5554.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"wtml","Welcome To My Life",NULL,"5555.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"waww","What A Wonderful World",NULL,"24346.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"wal","What About Love",NULL,"16805.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"wawac","What Are Words (Acoustic Cover)",NULL,"16806.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"wmyb","What Makes You Beautiful",NULL,"16807.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"wn","What Now",NULL,"16808.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"wu","What Up",NULL,"24347.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"wyn","What Your Name",NULL,"24348.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"wimh","What's In My Heart",NULL,"16809.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"wyn","What's Your Name",NULL,"24349.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"wilay","When I Look At You",NULL,"16810.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"wiwym","When I Was Your Man",NULL,"16811.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"wtmo","When The Man Of",NULL,"24350.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"wtwmay","When There Was Me And You",NULL,"16812.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"wwibf","When Will I Be Famous",NULL,"16825.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"wwmlb","When Will My Life Begin",NULL,"16813.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"wytmylm","When You Told Me You Loved Me",NULL,"16814.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"wyg","When You're Gone",NULL,"16815.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"wayn","Where Are You Now",NULL,"16816.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"wdwgw","Where Did We Go Wrong",NULL,"16817.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"wdyhg","Where Did Your Heart Go",NULL,"16818.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"wdwg","Where Do We Go",NULL,"16971.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"wdyg","Where Do You Go",NULL,"24351.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"whyb","Where Have You Been",NULL,"5556.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"wua","Where U At",NULL,"24352.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"wmn","Wheres My Name",NULL,"24353.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"woyn","Whispers of Your Name",NULL,"5557.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"ws","Who Says",NULL,"5558.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"wr","Why (Remix)",NULL,"5559.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"wg","Wicked Games",NULL,"5560.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"wl","Wild Life",NULL,"5561.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"wyslmt","Will You Still Love Me Tomorrow",NULL,"16826.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"wywh","Wish You Were Here",NULL,"16827.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"wywh","Wish You Were Here",NULL,"16828.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"wy","With You",NULL,"16829.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"wyt","With You Tonni",NULL,"24354.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"wyl","With Your Love",NULL,"16830.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"wy","Without You",NULL,"16831.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"wy","Without You",NULL,"16832.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"wanr","Wo AI Ni (Remix)",NULL,"16833.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"wil","Wone In Loc",NULL,"24355.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"wes","Wont Even Start",NULL,"5562.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"wedv","Wow Em Da Ve",NULL,"5563.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"wb","Wrecking Ball",NULL,"5564.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"wl","Wreckless Love",NULL,"5565.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"x","Xa",NULL,"5566.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"x","Xa",NULL,"5567.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"x","Xa",NULL,"5568.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"x","Xa",NULL,"24356.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"xa","Xa Anh",NULL,"5569.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"xacct","Xa Anh Cham Cham Thoi",NULL,"5570.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"xckqt","Xa Cach Khong Quan Trong",NULL,"5571.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"xcmty","Xa Cach Mot Tinh Yeu",NULL,"24357.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"xdmr","Xa Dau Mat Rui",NULL,"24992.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"xe","Xa Em",NULL,"5572.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"xeashp","Xa Em Anh Se Hanh Phuc",NULL,"5573.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"xekn","Xa Em Ki Niem",NULL,"22204.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"xeknr","Xa Em Ky Niem Remix",NULL,"16834.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"xeknr","Xa Em Ky Niem Remix",NULL,"16894.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"xhrr","Xa Hoi Rac Roi",NULL,"22205.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"xk","Xa Khoi",NULL,"16835.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"xk","Xa Khoi",NULL,"16836.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"xkn","Xa Ky Niem",NULL,"16837.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"xkn","Xa Ky Niem",NULL,"25121.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"xkn","Xa kỷ niệm",NULL,"222.mp4",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"xmmtyr","Xa Mai Mot Tinh Yeu (Remix)",NULL,"22206.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"xmx","Xa Mai Xa",NULL,"16838.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"xmcl","Xa Mat Cach Long",NULL,"16839.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"xmr","Xa Mat Roi",NULL,"16840.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"xmt","Xa Mien Trung",NULL,"25122.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"xmt","Xa miền trung",NULL,"223.mp4",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"xmtm","Xa Muon Trung May",NULL,"16841.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"xnmy","Xa Nguoi Minh Yeu",NULL,"16842.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"xny","Xa Nguoi Yeu",NULL,"16843.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"xn","Xa Nhau",NULL,"22207.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"xncltt","Xa Nhau Chi La Thu Thach",NULL,"22208.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"xndbmcn","Xa Nhau De Biet Minh Can Nhau",NULL,"16844.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"xndmgn","Xa Nhau De Mai Gan Nhau",NULL,"22209.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"xnmbnn","Xa Nhau Moi Biet Nho Nhau",NULL,"16845.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"xnmd","Xa Nhau Mua Dong",NULL,"16846.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"xnmt","Xa Nhau Mua Thu",NULL,"22210.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"xntxn","Xa Nhau Ta Xa Nhau",NULL,"22211.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"xnts","Xa Nhau That Sao",NULL,"16895.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"xntd","Xa Nhau Tu Day",NULL,"5574.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"xntd","Xa Nhau Tu Day",NULL,"5575.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"xqlacd","Xa Que Long Ai Chang Dau",NULL,"5576.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"xr","Xa Roi",NULL,"22212.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"xrdm","Xa Roi Dam Me",NULL,"5577.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"xrhpgn","Xa Roi Hanh Phuc Gian Nan",NULL,"22213.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"xrmty","Xa Roi Mot Tinh Yeu",NULL,"22214.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"xrmd","Xa Roi Mua Dong",NULL,"5578.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"xrmd","Xa Roi Mua Dong",NULL,"5579.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"xrnn","Xa Roi Ngay Nao",NULL,"22215.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"xrto","Xa Roi Tinh Oi",NULL,"22216.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"xrto","Xa Roi Tinh Oi",NULL,"22217.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"xrtt","Xa Roi Tuoi Tho",NULL,"22218.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"xrmh","Xa Rui Mua Ha",NULL,"22219.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
